Date,Target,Hour,Period_In_Hour,Week_Day,Is_Working_Day,Previous_Point,Previous_Hour_Price,P24HA_Price,PDSH_Price,PWSH_Price,PWA_Price,Price_HAP,Price_DAP,Load,Load_HAP,Load_DAP,Sgn0_Volume_Dir
8/14/2021 19:40,3232.8314,20,9,5,2,3292.3243,3352.80375,3477.672763,3325.68845,2979.1778,3254.611237,3341.96465,,8403.14,8525.73,,-1
8/14/2021 19:45,3191.01985,20,10,5,2,3232.8314,3618.79635,3531.508735,3274.45725,3163.17205,3254.737057,3339.2484,,8358.18,8528.08,,-1
8/14/2021 19:50,3236.52465,20,11,5,2,3191.01985,3923.1499,3580.117802,3326.7053,2864.0939,3254.750871,3336.70325,,8328.89,8531.45,,-1
8/14/2021 19:55,3274.8034,20,12,5,2,3236.52465,3626.1783,3628.011556,3325.35045,3157.842,3254.935608,3334.3291,,8307.84,8525.35,,1
8/14/2021 20:00,3272.97345,21,1,5,2,3274.8034,3626.1823,3651.693515,3598.8616,3157.9996,3254.993625,2800.5091,3308.7298,8293.81,8285.17,8316.83,1
8/14/2021 20:05,3014.1419,21,2,5,2,3272.97345,11498.3998,3669.698533,2933.27185,9711.7223,3255.050655,3223.39885,,8275.77,8263.53,,1
8/14/2021 20:10,3265.15195,21,3,5,2,3014.1419,3920.3342,3689.066508,3591.7237,3318.16005,3251.728443,3237.3287,,8255.8,8254.76,,1
8/14/2021 20:15,3264.819,21,4,5,2,3265.15195,3621.25225,3712.032408,3593.18965,3254.2957,3251.702149,3026.90225,,8256.56,8247.67,,1
8/14/2021 20:20,3262.8268,21,5,5,2,3264.819,3303.3866,3734.935619,3016.8476,3254.1375,3251.707369,3435.83205,,8275.1,8313.53,,1
8/14/2021 20:25,3268.474,21,6,5,2,3262.8268,3346.3785,3732.961742,3331.28335,3253.639,3251.711679,3315.89485,,8297.23,8324.77,,1
8/14/2021 20:30,3314.88225,21,7,5,2,3268.474,3343.65745,3729.27135,3332.9799,3255.8064,3251.719038,3315.22025,,8327.86,8321.12,,1
8/14/2021 20:35,3318.08645,21,8,5,2,3314.88225,3292.3243,3727.642075,3330.9436,3257.3081,3251.748341,3267.3094,,8360.96,8317.71,,1
8/14/2021 20:40,3317.24105,21,9,5,2,3318.08645,3232.8314,3724.55745,3332.4706,3256.31005,3251.778489,3266.64455,,8385.27,8314.09,,1
8/14/2021 20:45,3319.60455,21,10,5,2,3317.24105,3191.01985,3723.075671,3601.622,3261.30465,3251.808713,3265.9799,,8404.04,8310.03,,1
8/14/2021 20:50,3320.95615,21,11,5,2,3319.60455,3236.52465,3710.609346,3366.08055,5078.80285,3251.837632,3265.3154,,8412.98,8305.01,,1
8/14/2021 20:55,3319.942,21,12,5,2,3320.95615,3274.8034,3685.51794,3336.88735,3266.31665,3250.965684,3264.4845,,8428.14,8298.41,,1
8/14/2021 21:00,3323.6611,22,1,5,2,3319.942,3272.97345,3672.758094,3338.9286,11228.3237,3250.992284,0,3325.56775,8432.53,8375.04,8286.62,1
8/14/2021 21:05,31551.40185,22,2,5,2,3323.6611,3014.1419,3660.153044,31584.9588,4403.0195,3247.07132,23587.40765,,8380.48,8376.93,,1
8/14/2021 21:10,20286.1641,22,3,5,2,31551.40185,3265.15195,4495.694796,24087.3391,4547.36605,3260.53778,13442.48325,,8375.16,8360.58,,1
8/14/2021 21:15,11467.2897,22,4,5,2,20286.1641,3264.819,5177.604375,20296.97995,4410.2401,3268.344723,10662.0642,,8357.17,8358.81,,1
8/14/2021 21:20,9175.4403,22,5,5,2,11467.2897,3262.8268,5504.522602,13598.61675,3276.01785,3271.845244,4339.36495,,8349.58,8362.7,,1
8/14/2021 21:25,3435.59325,22,6,5,2,9175.4403,3268.474,5749.191506,11445.54915,3274.0014,3274.771545,3429.31605,,8320.16,8364.53,,1
8/14/2021 21:30,3416.75795,22,7,5,2,3435.59325,3314.88225,5752.908788,11434.829,5057.56715,3274.851699,3420.9979,,8300.86,8357.16,,1
8/14/2021 21:35,3337.05885,22,8,5,2,3416.75795,3318.08645,5755.954642,9197.82955,3275.3411,3274.037806,3406.44255,,8286.52,8334.14,,1
8/14/2021 21:40,3335.01945,22,9,5,2,3337.05885,3317.24105,5757.818581,3618.97135,3270.9849,3274.06842,3421.6501,,8263,8317.3,,1
8/14/2021 21:45,3283.9786,22,10,5,2,3335.01945,3319.60455,5762.076417,5278.4527,3272.99345,3274.100183,3336.88995,,8229.41,8298.67,,1
8/14/2021 21:50,3280.80135,22,11,5,2,3283.9786,3320.95615,5765.949698,3620.0818,3176.68535,3274.105632,3334.34055,,8195.11,8279.21,,1
8/14/2021 21:55,3278.62925,22,12,5,2,3280.80135,3319.942,5767.79456,3618.2324,4403.00735,3274.157277,3331.62355,,8163.92,8254.32,,1
8/14/2021 22:00,3048.77925,23,1,5,2,3278.62925,3323.6611,5767.953971,3348.9961,2966.84115,3273.59955,3338.0207,3246.6584,8110.24,8250.25,8034.7,1
8/14/2021 22:05,11512.2429,23,2,5,2,3048.77925,31551.40185,5758.612546,13593.77415,11256.75195,3273.640193,3315.96565,,8228.57,8223.33,,1
8/14/2021 22:10,3321.44815,23,3,5,2,11512.2429,20286.1641,6112.700088,11517.11715,9705.5284,3273.766925,3315.443,,8229.81,8195.49,,1
8/14/2021 22:15,3318.9087,23,4,5,2,3321.44815,11467.2897,6115.045763,4079.69285,3156.4042,3270.600219,3315.58255,,8215.8,8168.17,,1
8/14/2021 22:20,3314.11165,23,5,5,2,3318.9087,9175.4403,6117.2995,9041.48935,3268.93035,3270.680826,3320.72105,,8194.38,8199.51,,1
8/14/2021 22:25,3316.03245,23,6,5,2,3314.11165,3435.59325,6119.436369,3648.99005,3264.2451,3270.703237,3316.20035,,8174.62,8173.26,,1
8/14/2021 22:30,3315.52415,23,7,5,2,3316.03245,3416.75795,6121.417971,3646.56675,3263.2386,3270.728925,3313.6648,,8174.04,8146.78,,1
8/14/2021 22:35,3312.3962,23,8,5,2,3315.52415,3337.05885,6121.444717,3487.307,3262.56905,3270.754861,3311.3007,,8139.27,8119.77,,1
8/14/2021 22:40,3054.07235,23,9,5,2,3312.3962,3335.01945,6121.207623,3609.02085,3260.7295,3270.779577,3309.1059,,8068.82,8093.23,,1
8/14/2021 22:45,3309.9503,23,10,5,2,3054.07235,3283.9786,6110.24226,3609.3907,3258.56335,3270.677068,3308.43085,,8082.78,8065.93,,1
8/14/2021 22:50,3308.7674,23,11,5,2,3309.9503,3280.80135,6109.84,3610.31215,3259.56415,3270.702558,3307.0814,,8069.24,8038.66,,1
8/14/2021 22:55,3307.4177,23,12,5,2,3308.7674,3278.62925,6109.332135,3291.7004,3254.22315,3270.726964,3210.35955,,8052.12,8010.52,,1
8/14/2021 23:00,3161.3867,24,1,5,2,3307.4177,3048.77925,6108.81029,3336.56095,3252.22595,3270.75335,3571.0554,3232.94915,8025.28,8151.93,7910.89,1
8/14/2021 23:05,11603.4483,24,2,5,2,3161.3867,11512.2429,6102.048856,11634.24045,13351.98615,3270.708291,3347.7256,,8135.35,8126.96,,1
8/14/2021 23:10,2448.7204,24,3,5,2,11603.4483,3321.44815,5270.884125,2451.8311,2426.04,3269.840961,3269.96005,,7983.5,8099.26,,1
8/14/2021 23:15,3678.38555,24,4,5,2,2448.7204,3318.9087,4527.657304,8724.27925,9707.3579,3269.852211,3304.86035,,8119.5,8070.37,,1
8/14/2021 23:20,3306.54945,24,5,5,2,3678.38555,3314.11165,4203.119631,3334.86555,3253.6845,3266.861649,3302.50005,,8102.29,8042.29,,1
8/14/2021 23:25,3254.44065,24,6,5,2,3306.54945,3316.03245,3958.582512,3331.1207,3158.10405,3266.887872,3299.80325,,8059.4,8013.34,,1
8/14/2021 23:30,3253.11425,24,7,5,2,3254.44065,3315.52415,3951.034488,3281.47285,3247.85675,3266.935658,3297.44685,,8036.24,7984.61,,-1
8/14/2021 23:35,3219.91885,24,8,5,2,3253.11425,3312.3962,3944.216,3277.9555,3246.8652,3266.938266,3255.98225,,8017,7962.66,,-1
8/14/2021 23:40,3247.87235,24,9,5,2,3219.91885,3054.07235,3939.335167,3321.7778,3247.8622,3266.9249,3215.9261,,7999.5,7945.16,,-1
8/14/2021 23:45,3195.5945,24,10,5,2,3247.87235,3309.9503,3935.704037,3270.93245,3243.8707,3266.924905,3196.6654,,7985.12,7926.61,,-1
8/14/2021 23:50,3128.3247,24,11,5,2,3195.5945,3308.7674,3932.021367,3268.09375,3247.1956,3266.900958,3194.2536,,7966.17,7905.6,,-1
8/14/2021 23:55,3156.9956,24,12,5,2,3128.3247,3307.4177,3925.668173,3266.09305,3244.2007,3266.841994,3164.7041,,7939.12,7885.65,,-1
8/15/2021 0:00,3099.0561,1,1,6,2,3156.9956,3161.3867,3920.600104,3265.9259,3150.6768,3266.798738,11714.4839,3233.59555,7923.46,8038.5,7773.45,-1
8/15/2021 0:05,13332.22585,1,2,6,2,3099.0561,11603.4483,3922.694973,24029.93475,19677.20235,3266.773132,3298.2649,,8043.51,8026.5,,-1
8/15/2021 0:10,13141.575,1,3,6,2,13332.22585,2448.7204,3998.527596,12098.43595,13362.8952,3263.625823,3298.268,,8130.69,8006.12,,-1
8/15/2021 0:15,3248.6079,1,4,6,2,13141.575,3678.38555,4407.699548,9857.05825,11464.6245,3263.516041,3297.7633,,7999.91,7987.15,,-1
8/15/2021 0:20,3247.94395,1,5,6,2,3248.6079,3306.54945,4404.770348,3575.9736,2151.8125,3259.440636,3200.1713,,7958.74,7942.43,,-1
8/15/2021 0:25,3246.12325,1,6,6,2,3247.94395,3254.44065,4402.01336,3579.45025,2426.04,3259.984352,3275.57845,,7939.2,7906.12,,-1
8/15/2021 0:30,3105.58215,1,7,6,2,3246.12325,3253.11425,4399.100477,3315.83345,2082.36,3260.391139,3294.06045,,7898.22,7871.71,,-1
8/15/2021 0:35,3154.77275,1,8,6,2,3105.58215,3219.91885,4390.352894,3347.38955,2082.36,3260.89869,3292.7144,,7866.55,7850.68,,-1
8/15/2021 0:40,3245.1337,1,9,6,2,3154.77275,3247.87235,4383.78525,3315.4953,2048.2239,3261.430641,3291.03455,,7834.4,7822.44,,-1
8/15/2021 0:45,3245.79685,1,10,6,2,3245.1337,3195.5945,4391.74614,3314.14125,1750.8443,3262.024346,3288.5146,,7808.58,7793.24,,-1
8/15/2021 0:50,3296.75735,1,11,6,2,3245.79685,3128.3247,4389.073079,3314.6491,2082.36,3262.76589,3190.99605,,7806.18,7771.02,,-1
8/15/2021 0:55,3251.27375,1,12,6,2,3296.75735,3156.9956,4388.57266,3313.46375,2082.36,3263.368269,3069.1624,,7786.2,7747.52,,-1
8/15/2021 1:00,2993.4503,2,1,6,2,3251.27375,3099.0561,4386.233329,3314.14125,2081.873,3263.948088,3248.95745,3244.3843,7761.49,7742.22,7505.76,-1
8/15/2021 1:05,3248.29055,2,2,6,2,2993.4503,13332.22585,4379.235979,3972.3577,2426.04,3264.400259,3249.4607,,7746.75,7728.8,,-1
8/15/2021 1:10,3250.2881,2,3,6,2,3248.29055,13141.575,4031.104406,3963.91665,3329.4323,3264.808121,3251.29145,,7708.95,7706.83,,-1
8/15/2021 1:15,3249.95745,2,4,6,2,3250.2881,3248.6079,4064.50306,3959.7208,11399.4742,3264.768863,3252.62535,,7700.31,7684.97,,-1
8/15/2021 1:20,3251.9583,2,5,6,2,3249.95745,3247.94395,4046.65189,3953.93475,5061.3168,3260.726444,3253.7917,,7673.25,7657.97,,-1
8/15/2021 1:25,3252.628,2,6,6,2,3251.9583,3246.12325,4044.377258,3952.76065,2915.8329,3259.828945,3255.79105,,7643.05,7636.5,,-1
8/15/2021 1:30,3252.4641,2,7,6,2,3252.628,3105.58215,4044.301731,3622.0107,2909.7294,3259.996006,3303.0285,,7632.18,7605.68,,-1
8/15/2021 1:35,3256.2905,2,8,6,2,3252.4641,3154.77275,4044.274642,3635.5696,2649.6057,3260.166013,3272.6539,,7603.73,7578.13,,-1
8/15/2021 1:40,3254.6284,2,9,6,2,3256.2905,3245.1337,4045.790127,3944.8415,3208.1587,3260.466948,3261.23625,,7597.54,7556.77,,-1
8/15/2021 1:45,3221.83045,2,10,6,2,3254.6284,3245.79685,4046.071629,3605.7305,2912.6073,3260.489999,3247.5984,,7569.83,7539.27,,-1
8/15/2021 1:50,3206.1423,2,11,6,2,3221.83045,3296.75735,4047.164794,3602.77905,2647.9799,3260.643383,3235.6968,,7546.82,7521.77,,-1
8/15/2021 1:55,2996.9446,2,12,6,2,3206.1423,3251.27375,4050.407194,3609.7892,2426.04,3260.92025,3196.0882,,7526.31,7500.76,,-1
8/15/2021 2:00,2996.64405,3,1,6,2,2996.9446,2993.4503,4043.738402,3607.75825,2400.5938,3261.203436,11818.9976,3265.8558,7506.61,7472.48,7224.26,-1
8/15/2021 2:05,3566.15725,3,2,6,2,2996.64405,3248.29055,4039.471233,3939.32085,2872.7834,3261.499096,3839.0888,,7480.61,7450.71,,-1
8/15/2021 2:10,3309.27905,3,3,6,2,3566.15725,3250.2881,3632.551708,3935.01155,2873.5176,3261.843032,3313.6712,,7455.14,7427.02,,-1
8/15/2021 2:15,3261.29245,3,4,6,2,3309.27905,3249.95745,3222.87271,3933.0527,2874.25245,3262.059183,3314.1804,,7425.74,7403.2,,-1
8/15/2021 2:20,3259.7981,3,5,6,2,3261.29245,3251.9583,3223.401233,3934.2291,2874.9848,3262.251167,3266.122,,7400.96,7369.93,,-1
8/15/2021 2:25,3260.13555,3,6,6,2,3259.7981,3252.628,3223.895156,3934.6168,2875.5714,3262.442047,3266.12485,,7377.47,7345.84,,-1
8/15/2021 2:30,3257.2341,3,7,6,2,3260.13555,3252.4641,3224.479002,3936.57155,2641.3977,3262.632803,3266.2944,,7344.85,7321.85,,-1
8/15/2021 2:35,3263.1335,3,8,6,2,3257.2341,3256.2905,3230.797833,3937.3557,2170.58765,3262.938277,3266.1306,,7328.69,7298.58,,-1
8/15/2021 2:40,3265.13195,3,9,6,2,3263.1335,3254.6284,3235.312865,3936.954,2169.3706,3263.480215,3266.13345,,7301.11,7275.73,,-1
8/15/2021 2:45,3264.47005,3,10,6,2,3265.13195,3221.83045,3236.146125,3938.13395,2408.6283,3264.023747,3266.80155,,7279.31,7253.35,,-1
8/15/2021 2:50,3266.13635,3,11,6,2,3264.47005,3206.1423,3236.924175,4917.81545,2085.16,3264.448272,3310.5509,,7267.39,7232.03,,-1
8/15/2021 2:55,3266.4696,3,12,6,2,3266.13635,2996.9446,3235.6483,4914.84,2084.8381,3265.034074,3222.4148,,7246.04,7211.88,,-1
8/15/2021 3:00,3266.471,4,1,6,2,3266.4696,2996.64405,3236.28146,4911.1419,2084.3052,3265.6202,4244.3801,2568.9581,7233.8,7218.66,7087.57,-1
8/15/2021 3:05,3272.296,4,2,6,2,3266.471,3566.15725,3247.657323,4907.95885,2083.984,3266.206592,3586.2347,,7219.14,7199.78,,-1
8/15/2021 3:10,3584.95625,4,3,6,2,3272.296,3309.27905,3248.65755,4903.29955,2083.5584,3266.796033,3586.9653,,7256.96,7182.84,,-1
8/15/2021 3:15,2991.2683,4,4,6,2,3584.95625,3261.29245,3262.602056,3362.63125,2083.66595,3267.540774,3588.6096,,7234.01,7167.02,,-1
8/15/2021 3:20,2660.7077,4,5,6,2,2991.2683,3259.7981,3251.823342,3603.69305,2083.23995,3267.990973,2572.7818,,7213.79,7134.43,,-1
8/15/2021 3:25,2573.5808,4,6,6,2,2660.7077,3260.13555,3227.1879,3543.6207,2083.23955,3268.277415,2649.66355,,7194.46,7120.95,,-1
8/15/2021 3:30,2462.63675,4,7,6,2,2573.5808,3257.2341,3198.894267,3577.04285,2082.8138,3268.52064,2710.1164,,7167.96,7104.02,,-1
8/15/2021 3:35,2572.1171,4,8,6,2,2462.63675,3263.1335,3165.984794,3591.67765,2082.4944,3268.709045,2641.2925,,7145.46,7095.75,,-1
8/15/2021 3:40,2571.4456,4,9,6,2,2572.1171,3265.13195,3137.477569,3283.3162,2082.36,3268.951913,2466.0192,,7120.95,7089.26,,-1
8/15/2021 3:45,2465.0228,4,10,6,2,2571.4456,3264.47005,3109.011619,3356.6416,2082.36,3269.194515,2467.40265,,7098.94,7074.26,,-1
8/15/2021 3:50,2082.5717,4,11,6,2,2465.0228,3266.13635,3077.477967,3277.2869,2082.1743,3269.384328,2570.0988,,7089.56,7061.25,,-1
8/15/2021 3:55,2420.0194,4,12,6,2,2082.5717,3266.4696,3030.662525,3587.88305,2082.36,3269.384525,2569.96595,,7075.3,7049.64,,-1
8/15/2021 4:00,2185.7984,5,1,6,2,2420.0194,3266.471,3006.623975,3355.4315,2081.7492,3269.552015,2421.0025,3015.49805,7040.3,6996.09,6881.07,-1
8/15/2021 4:05,3601.04735,5,2,6,2,2185.7984,3272.296,2972.83874,5233.6829,2082.4903,3269.603626,2984.8144,,6990.48,6977.21,,-1
8/15/2021 4:10,3289.9882,5,3,6,2,3601.04735,3584.95625,2974.292494,4950.43655,2165.6315,3270.356879,2892.5832,,6980.1,6964.34,,-1
8/15/2021 4:15,3291.1586,5,4,6,2,3289.9882,2991.2683,2973.488708,4890.6876,2165.8534,3270.914596,2573.90165,,6966.86,6951.98,,-1
8/15/2021 4:20,2973.5243,5,5,6,2,3291.1586,2660.7077,2974.733131,4883.6541,2165.7438,3271.472783,3290.4873,,6948.38,6973.05,,-1
8/15/2021 4:25,2932.058,5,6,6,2,2973.5243,2573.5808,2962.805056,3596.5138,2315.9341,3271.873467,3150.7885,,6940.12,6961.16,,-1
8/15/2021 4:30,2962.4009,5,7,6,2,2932.058,2462.63675,2949.135158,3596.14565,2167.6147,3272.179084,2980.8637,,6928.29,6948.94,,-1
8/15/2021 4:35,2975.0333,5,8,6,2,2962.4009,2572.1171,2936.850442,3596.6974,2417.7309,3272.573324,2982.0783,,6928.8,6936.29,,-1
8/15/2021 4:40,2192.9136,5,9,6,2,2975.0333,2571.4456,2924.846267,3596.881,2655.0162,3272.849763,2982.6781,,6929.32,6923.07,,-1
8/15/2021 4:45,2686.6195,5,10,6,2,2192.9136,2465.0228,2880.170502,3599.45385,2698.0626,3272.620546,2983.5854,,6902.6,6908.93,,-1
8/15/2021 4:50,3297.6738,5,11,6,2,2686.6195,2082.5717,2856.093396,3596.1437,2656.6351,3272.61487,2984.185,,6901.23,6893.89,,-1
8/15/2021 4:55,3299.3482,5,12,6,2,3297.6738,2420.0194,2857.407456,3595.0408,2658.1049,3272.932845,2984.477,,6920.44,6877.42,,-1
8/15/2021 5:00,3299.3443,6,1,6,2,3299.3482,2185.7984,2858.777398,3594.3052,2421.5383,3273.250922,3616.2443,3152.8573,6904.55,6885.94,6681.43,-1
8/15/2021 5:05,3605.82175,6,2,6,2,3299.3443,3601.04735,2860.147119,2082.57205,2089.6947,3273.686342,3303.0264,,6889.2,6865.9,,-1
8/15/2021 5:10,3607.1032,6,3,6,2,3605.82175,3289.9882,2874.044025,2913.20895,2171.3603,3274.438389,3304.0292,,6867.55,6846.19,,-1
8/15/2021 5:15,3297.19155,6,4,6,2,3607.1032,3291.1586,2874.966815,3211.2637,2089.4786,3275.150563,3305.0318,,6839.71,6825.56,,-1
8/15/2021 5:20,3296.6866,6,5,6,2,3297.19155,2973.5243,2887.713617,3275.95475,2082.36,3275.749627,3450.4786,,6812.37,6814.69,,-1
8/15/2021 5:25,2941.30185,6,6,6,2,3296.6866,2932.058,2914.212738,3146.28165,2082.5702,3276.351972,3232.0261,,6793.53,6793.34,,-1
8/15/2021 5:30,2941.755,6,7,6,2,2941.30185,2962.4009,2929.534448,3115.57985,2002.6129,3276.77793,3232.0127,,6778.06,6772.21,,-1
8/15/2021 5:35,3291.329,6,8,6,2,2941.755,2975.0333,2949.497708,3240.1776,1999.8729,3277.243774,3301.84125,,6769.19,6751.41,,-1
8/15/2021 5:40,3107.2464,6,9,6,2,3291.329,2192.9136,2979.464871,4939.5001,1999.6719,3277.884377,3001.1455,,6755.27,6731.38,,-1
8/15/2021 5:45,3107.2281,6,10,6,2,3107.2464,2686.6195,3001.789904,3588.43085,1744.1605,3278.433769,2963.9715,,6741.73,6712.36,,-1
8/15/2021 5:50,3204.6262,6,11,6,2,3107.2281,3297.6738,3028.548458,3593.19435,1744.1605,3279.109894,2962.1525,,6734.49,6694.6,,-1
8/15/2021 5:55,3203.9846,6,12,6,2,3204.6262,3299.3482,3075.300729,3279.63105,1743.9827,3279.834331,2960.1863,,6729.34,6678.82,,-1
8/15/2021 6:00,3107.38585,7,1,6,2,3203.9846,3299.3443,3107.965946,3279.29725,1744.1585,3280.558539,5027.479,2572.1461,6722.99,6710.39,6660,-1
8/15/2021 6:05,4997.0442,7,2,6,2,3107.38585,3605.82175,3146.365423,-9807.84665,88.4973,3281.234743,3501.43435,,6715.28,6698.13,,-1
8/15/2021 6:10,11565.0141,7,3,6,2,4997.0442,3607.1032,3204.531958,0,89.6483,3283.669538,2958.34775,,6750.87,6687.45,,-1
8/15/2021 6:15,2933.6924,7,4,6,2,11565.0141,3297.19155,3549.324704,0,1328.1664,3289.361684,3827.50115,,6733.32,6677.29,,-1
8/15/2021 6:20,2580.0823,7,5,6,2,2933.6924,3296.6866,3534.430279,0,1329.3712,3290.158075,2082.36,,6718.96,6657.4,,-1
8/15/2021 6:25,2082.9596,7,6,6,2,2580.0823,2941.30185,3518.036862,0,1748.911,3290.778468,2092.4534,,6715.89,6662.11,,-1
8/15/2021 6:30,2189.20865,7,7,6,2,2082.9596,2941.755,3482.657763,0,1906.5551,3290.944167,2186.3867,,6704.55,6666.87,,-1
8/15/2021 6:35,2082.4654,7,8,6,2,2189.20865,3291.329,3450.441419,0,1927.3341,3291.084372,2113.6692,,6713.15,6675.17,,-1
8/15/2021 6:40,2082.36,7,9,6,2,2082.4654,3107.2464,3413.25109,0,1752.1506,3291.161322,2082.36,,6721.82,6670.67,,-1
8/15/2021 6:45,2082.36,7,10,6,2,2082.36,3107.2281,3408.64469,0,1752.8739,3291.325116,1745.3512,,6735.04,6666.84,,-1
8/15/2021 6:50,2082.36,7,11,6,2,2082.36,3204.6262,3383.46721,0,1314.7045,3291.488552,1744.6458,,6733.26,6653.89,,-1
8/15/2021 6:55,2015.2681,7,12,6,2,2082.36,3203.9846,3332.829135,0,1314.307,3291.869333,2571.4342,,6742.14,6656,,-1
8/15/2021 7:00,2574.29165,8,1,6,2,2015.2681,3107.38585,3279.325798,116.3354,2050.4994,3292.217032,0,2444.28305,6741.05,6762.9,6919.28,-1
8/15/2021 7:05,0,8,2,6,2,2574.29165,4997.0442,3249.115271,0,0,3292.47685,0,,6760.78,6784.48,,-1
8/15/2021 7:10,0.9889,8,3,6,2,0,11565.0141,3098.872698,2082.46485,88.2415,3292.47685,0.99655,,6776.77,6814.24,,-1
8/15/2021 7:15,0.9925,8,4,6,2,0.9889,2933.6924,2948.617935,2087.07515,89.3646,3292.43357,1128.8151,,6797.74,6840.81,,-1
8/15/2021 7:20,1729.8532,8,5,6,2,0.9925,2580.0823,2811.276308,2564.84115,89.3195,3292.389734,1298.23495,,6806.75,6841.41,,-1
8/15/2021 7:25,1728.4625,8,6,6,2,1729.8532,2082.9596,2745.991583,2564.3322,90.4543,3293.203491,1936.18,,6807.42,6855.23,,-1
8/15/2021 7:30,1727.5052,8,7,6,2,1728.4625,2189.20865,2695.45661,2563.29085,89.2924,3294.015995,1936.18,,6801.89,6870,,-1
8/15/2021 7:35,0.9903,8,8,6,2,1727.5052,2082.4654,2644.862869,2197.4298,0.0008,3294.828601,2068.4294,,6758.02,6883.81,,-1
8/15/2021 7:40,0.98965,8,9,6,2,0.9903,2082.36,2507.765423,2198.1259,0.0003,3294.829092,2046.3637,,6756.38,6897.84,,-1
8/15/2021 7:45,1127.3787,8,10,6,2,0.98965,2082.36,2378.338058,2560.70805,0.0002,3294.829582,2015.472,,6767.3,6916.14,,-1
8/15/2021 7:50,1724.12015,8,11,6,2,1127.3787,2082.36,2295.844333,2560.06615,0.0001,3295.388798,2086.6512,,6759.93,6933.24,,-1
8/15/2021 7:55,1936.27795,8,12,6,2,1724.12015,2015.2681,2234.156581,2646.96125,0.0001,3296.244016,2556.81775,,6769.27,6951.19,,-1
8/15/2021 8:00,2187.7557,9,1,6,2,1936.27795,2574.29165,2181.335471,2645.22375,0.0001,3297.204471,0,2444.40605,6775.72,6806.24,7115.91,-1
8/15/2021 8:05,0.98895,9,2,6,2,2187.7557,0,2143.017548,927.1438,-997.7729,3298.289668,0,,6807.8,6820.77,,-1
8/15/2021 8:10,777.92005,9,3,6,2,0.98895,0.9889,1934.848579,2416.65855,-50.183,3298.785085,0,,6832.8,6834.92,,-1
8/15/2021 8:15,2555.53695,9,4,6,2,777.92005,0.9925,1485.386327,2480.03945,-50.3726,3299.195851,0,,6858.09,6834.63,,-1
8/15/2021 8:20,0.9923,9,5,6,2,2555.53695,1729.8532,1469.62985,934.81285,0,3300.488464,2555.0272,,6810.89,6941.79,,-1
8/15/2021 8:25,20642.5518,9,6,6,2,0.9923,1728.4625,1362.167767,3180.938,772.0592,3300.488957,2082.46565,,6998.49,6942.7,,-1
8/15/2021 8:30,11581.9143,9,7,6,2,20642.5518,1727.5052,2135.484108,2697.6436,0,3310.345352,2418.83595,,7010.05,6969.32,,-1
8/15/2021 8:35,2915.50095,9,8,6,2,11581.9143,0.9903,2526.846844,2444.40695,89.5061,3316.090349,2633.72405,,7041.35,6996.07,,-1
8/15/2021 8:40,2087.07585,9,9,6,2,2915.50095,0.98965,2561.556658,2556.42575,0,3317.492132,2606.31095,,6994.56,7023.55,,-1
8/15/2021 8:45,0.9907,9,10,6,2,2087.07585,1127.3787,2561.753152,2444.40675,0,3318.527388,2552.4424,,6919.35,7051.39,,-1
8/15/2021 8:50,2554.7666,9,11,6,2,0.9907,1724.12015,2475.029431,2554.6084,0,3318.527879,2552.18455,,6987.92,7079.61,,-1
8/15/2021 8:55,2087.07585,9,12,6,2,2554.7666,1936.27795,2494.71304,2554.35365,89.3429,3319.795125,2552.1868,,6988.59,7108.29,,-1
8/15/2021 9:00,2636.92375,10,1,6,2,2087.07585,2187.7557,2497.705029,3393.67755,0.0001,3320.786064,0,2444.28305,7020.78,6978.83,7389.44,-1
8/15/2021 9:05,0,10,2,6,2,2636.92375,0.98895,2500.3147,0,0,3322.094062,0,,6979.34,7041.12,,-1
8/15/2021 9:10,0.9731,10,3,6,2,0,777.92005,2500.3147,0,769.7893,3322.094062,0.99245,,7102.21,7087.91,,-1
8/15/2021 9:15,2008.7578,10,4,6,2,0.9731,2555.53695,2500.314042,0,769.396,3321.712704,477.3265,,7130.25,7105.66,,-1
8/15/2021 9:20,2082.571,10,5,6,2,2008.7578,0.9923,2583.970929,89.1857,2433.05,3322.327467,1727.22555,,7137.82,7132.21,,-1
8/15/2021 9:25,2087.07575,10,6,6,2,2082.571,20642.5518,2598.667504,1762.3567,2984.576,3322.153618,1725.9164,,7157.41,7148.55,,-1
8/15/2021 9:30,2912.2666,10,7,6,2,2087.07575,11581.9143,2613.609723,1765.15065,3282.6737,3321.70843,2082.46555,,7210.63,7176.62,,1
8/15/2021 9:35,2087.07585,10,8,6,2,2912.2666,2915.50095,2662.974781,1856.22365,2987.1686,3321.524696,2380.5598,,7190.48,7205.26,,1
8/15/2021 9:40,2087.0759,10,9,6,2,2087.07585,2087.07585,2749.895012,1856.4108,2986.6066,3321.078222,2457.554,,7191.82,7226.86,,1
8/15/2021 9:45,2087.07585,10,10,6,2,2087.0759,0.9907,2836.815273,2087.1905,3176.9925,3320.632026,2483.36,,7187.15,7258.26,,1
8/15/2021 9:50,2911.0936,10,11,6,2,2087.07585,2554.7666,2876.802654,2087.0853,3172.1191,3320.091393,2631.06565,,7238.87,7289.99,,1
